comment,star
非常贊，服務好，菜式新穎，味道符合大眾標準。,5
點了推薦的剔牙雞、還有花椰菜，黑椒二兄弟是甜的……，本來花椰菜很好吃但是後來卻吃出一根頭髮……………瞬間沒食慾了,2
40分鐘一個菜都沒上，服務好差啊   超級差,1
一直聽聞娜娜家很出名，今天去大悅城特地跑過去吃了下。因為端午假期，所以買完電影票立刻去娜娜家了。在五樓的騎鵝公社的左邊走到頭，相對來說比較好找。點菜沒有菜單，要用手機掃二維碼，用手機點菜，說實話有些不方便，來回找菜很麻煩。點菜了以後就要去結賬。然後默默等菜上來。點了紅絲絨蛋糕、抹茶千層蛋糕、芝士土豆、甜蝦芒果彩虹沙拉、秘製肉和奶油蘑菇湯，共花費了242。秘製肉也是醉了，上面的糖塊能撒得再大點嗎。蛋糕很好吃，尤其芝士土豆，強力推薦。不過中間有個插曲令人很不高興，我是10點半就坐在娜娜家了。10:45左右下單的，直到11:38的時候，其餘的菜品全部上齊且吃完了，奶油蘑菇湯遲遲未上，詢問服務員才知道他們後廚十一點半才開始做飯，所以說，我10點45下單的奶油蘑菇湯一直要等到11點半後廚工作才開始做，也是呵呵了。這點對服務員非常不滿意，在點菜結賬的過程中，沒有一個服務員說後廚是11點半才開始做飯，只是在結賬的時候提醒說芝士土豆會稍微等久些。在上菜的過程中，也多次和服務員說催一下其他的菜和湯，服務員也沒有人告知後廚是11點半工作的。如果後廚11點半才工作，那在11點半前給我們上的熱菜，芝士土豆和秘製肉不就是前一天提前做好的了嗎？ 服務員嚴重前言不達後語。在態度堅決下，服務員就是把蘑菇湯的錢扔到桌子上，扭頭說了個對不起。這樣子的態度真的是呵呵了。 作為一個都開了五家店的餐廳，肯定有過人的地方。但是即使在大悅城這個人流量這麼大，經常排隊的地方，服務的態度更應該注意了。這是第一次來娜娜家，同時也是最後一次來娜娜家了。不會推薦給身邊的朋友了。,1
什麼破地方，說能刷卡，到那又不能刷，簡直太懶了,1
菜品很豐富。不限時有押金。約朋友挺好的。,5
過年期間來，菜品好多都沒有，八個人只能每份菜品點兩份，然後還要等很久才能上菜，服務就更別提了，要一份餐具來了叉勺沒有盤子，要個杯子半天沒來。口味整體偏鹹，用戶體驗太差了，大家最近還是別來了，等過完年再說吧,2
手機網上同步排號，沒怎麼排隊，節省不少時間。裡面人是真多，幾乎人人桌桌都點的大拉皮實在是太大一份，所以只好放棄。媽媽燻排骨和鐵盤蟶子都挺好吃的，烤茄子有一半是辣椒，味道一般。上菜速度還是挺快的，環境略擁擠。角落裡的大桌熱鬧非凡，我們也只好在一片吵雜中結束晚餐。,4
推薦日式溫泉意麵和奶酪土豆泥，真心好吃，其他的都不錯，環境也不錯，美中不足是排號時間太長，點菜只能用手機點，沒有菜單，不能刷卡，總的來說是很好的，尤其是味道，值得等要注意的是下午一點半以後就沒主食了，中午等多長時間一點半以後進去都沒有了，所以提前排隊避免此問題,5
為了車釐子紅絲絨蛋糕特意來的，失望至極，純巧克力味的，沒一點紅絲絨特有的香氣，就是塊紅色的巧克力蛋糕，奶油加了芝士，口感是醇厚了，但醃過的芝士放在甜品裡真的好嗎？太鹹了，對鹽敏感的紅絲絨愛好者吃這個簡直災難。焦糖照燒雞以為用焦糖汁，太天真了，是撒上很多砂糖然後把糖烤焦，骺甜，把檸檬汁都擠上才好些，芒果思暮雪反到淡而無味，這樣的口味大反串太魔性了，實在欣賞不來。,2
等了一個小時，才有桌位。上菜慢，服務員表面很客氣很熱情但是服務員很懶散。點了大眾點評推薦的菜，涼皮，味道很奇怪偏甜。沒有傳統的做法好吃。回鍋肉原來就是糖醋里脊，炸的根本咬不動。媽媽燻排骨沒吃上估清了。奶香手撕餅還可以。金牌烤蟶上面就是蒜蓉醬，超級鹹，都要放水了涮涮才能吃。等候超過一小時送鮮榨桃汁，難喝死了，還不如別送了。,1
環境挺好的 也很乾淨 這個價位對於菜品來說很合適 就是烤肉上的時間太慢了 吃到最後都沒上全,5
等位一個半小時，人生頭一回，門口領雞蛋，估計是等的太久，怕大夥兒暈倒在門口，不大的館子，但內裡卻井井有條，除了需要等以外其他還算不錯，菜量不大不小，味道菜色都很好，價格中偏上，想吃的，一定要有恆心和毅力～～,4
吃完一家子人急性腸胃炎 從晚上這都吐到早上凌晨了！去的人需要做好打吊瓶的準備，現在天津還有這樣的店，早晚得黃！,1
大眾點評到了外地貌似就失效了……還五星呢，看看這賣相我也是醉了……量又大，吃了兩口就不想吃了，浪費糧食不應該啊，但實在不好吃怎麼辦呢，那一堆黑漆漆的也看了沒有食慾啊，幸好離景點還算蠻近的，還是實在吃不慣天津菜呢,2
每次來恆隆，北李家都是滿滿的人在排隊，這次也不例外，11點半到的就已經拿到80多號，可見人氣的火爆，但味道…醬骨，是先滷過的，所以和其它地方吃到的不太一樣，味道還不錯…茄汁，味道過重，已經沒有了🍆的味道，就是鹹醬汁味兒…蟹黃白玉菇，我能說這個菜也是鹹麼，白玉菇已經被炸的沒有咬勁，不看菜單和樣子你可能根本吃不出是🍄…環境，因為客人多加座位我能理解，這樣也可以讓大家縮短排隊時間，但就放在門口這是幾個意思，人來人往，根本沒辦法好好吃飯…再說服務，飯吃到一半才把水送來，結賬時，直接說你們自己去買單，多問了一句才說你們把錢給我，還一臉別人欠你家錢似的，以後絕對不會再來了…,1
菜品太一般，毫無特色，這是吃過的唯一一家 整個菜譜上沒有一道引起食慾的飯館,1
週六和家人一起去吃的 吃了好多 就是去的晚了點 肉上的慢 沒怎麼吃肉 就都吃飽了 火龍果 西瓜 哈密瓜都挺甜的 雞翅牛舌都好吃的,4
不要點鍋包肉！肉非常的薄導致根本沒法吃，其他的都還可以香薰肉很好吃。,2
我覺得比比爾森好吃多了，而且上肉很快，給的也不摳門,4
吃出了鐵刨花和頭髮，再也不想去了！,2
和同學聚餐漢八味德，環境挺好，服務員很好，，熱情招待。價錢便宜，菜品豐富,1
秋葵和蟶子那個還不錯，還有三杯素～沒想到涼菜冰草的量那麼大，三個人都沒吃完……,5
環境很棒 適合聚會聊天 菜品好吃美味 喜歡奶酪罐子 喜歡,5
路過天津進去嚐嚐和北京的味道是否一樣，挺好的，沒有什麼偏差，就是人太多了，排隊等了40多分鐘，很滿意,5
服務不錯，很特別的一間小店，旅遊的時候在大眾點評找到的,4
首先，我點完菜問服務員可不可以先把湯給我們上了，給出的答案是堅決的否定，“不行”。很奇怪為什麼不行呢，我這個要求過分嗎？其次，我詢問了一道菜，叫什麼醬爆海兔，我問他這裡面是不是魷魚（1圖片上的確實很像魷魚，2我確實也不知道海兔是什麼）結果服務員沒好氣的說了一句，要是魷魚那這道菜不就叫醬爆魷魚了嗎？最後，點的兩個熱菜都沒寫辣但上來了全都有辣，雖然不是很辣，但考慮到有的消費者不能吃辣，為什麼不註明一下呢？反正我是不會再去了 挺失望的,1
人很多，東西好吃，種類也多！☕,4
東西很一般，性價比不高，以後不會再去了,2
人多，不好排啊！不過味道環境都不錯,5
一次非常不好的經歷。吃出硬異物。人多，等得卻非常不值。之前看評價以為是水軍抹黑，現在想想應該都是真人體驗。遙想當年第一家店的時候，作為鄰居還去捧場。到如今店多了，變味了，想必黑長直老闆娘也再也走不回來了吧。說遠了，講經過。門口的接待很專業，環境也可以，服務員也比較客氣，都是年輕人普遍比較文藝。點菜要微信這點就不喜歡，這不是強迫關注麼…老菜式是看不到了，翻新的花樣不少，可就是都太膩，全剩。不知道怎麼後廚加工的能出這效果。蛋糕膩，吃不到一半也就算了，薯泥也能膩。。有個夾著檸檬的肉也漂油。。最可怕的是，吃蛋糕吃出硬！物！同事當時就說，萬一吃蛋糕的是個孩子呢。是啊孩子吃出問題這店付得起責嗎？雖然店員道歉並更換，可給出個原料包裝盒的解釋想想就受不了。能把包裝打碎了攪蛋糕裡，誰知道別的還進去什麼了。。完全沒心情吃，保命棄桌。,2
只是覺得這裡每次都和瘋了一樣的需要等位置。口味還不錯，就是服務質量實在失望，尤其是門口排號的！！！,2
週日中午12：15點的菜，第一個菜等了30分鐘，第二個又等了20分鐘，也沒幾個客人，就一個廚師吧，也沒有配菜的吧？這種接待能力，讓客人乾等著，合適嗎？第三個菜又等了20分鐘。一上兩份，鄰桌一份。盤子上的湯都沒擦淨，這樣上菜合適嗎？倍兒鹹，都一個味。沒心情了，就沒照片了。,2
來的有點晚 要嘛嘛沒有了 木辦法只能好吃的都要了double,5
除了要排隊都挺好的，菜式好吃，服務熱情，衛生提高就更完美啦,4
人太多了！朋友四點就去排隊了18號，我們六點到的 前面只動了三桌，大桌不好等，運氣好別人讓給我們一個號，快八點才進去，朋友寶寶穿鞋剛到他們的測量桿也收費了，而且測量桿延伸在臺階下面也有五釐米了！這點很不合理，建議帶孩子的不要去，孩子滿一米就收25元，雖然不貴但是根本吃不了什麼，大部分偏辣！為了寶寶們要了包間必須滿九人消費還要額外支付40元包間費用！這點也有點嚴苛！也就是說低於九個人要花九個人的費用還要額外加包間費！好吧！說說吃的 跟原來的金漢斯比爾烤肉類似，沒太多新鮮感！口味還不錯！補菜很速度！我一個愛喝飲料的人竟然只喝了一杯奶茶，因為碳酸飲料根本沒有氣，像喝糖水不喜歡，蝦不錯！螃蟹都是殼排隊的烤生蠔也沒吃的肉呢！還限制每人倆個，僅此一次，不會再來了,1
最多給兩星。店面很小，座位也很侷促。按照大眾點評點的幾個好評菜，味道都很一般。服務員的服務真的很敷衍啊，一個女生總是心不在焉，招呼半天也不過來，沒有為食客著想的意識，還少點了一個菜。再也不會來了。,2
甜的要死，不好吃，靠發紅包賺的好評,1
挺好的，適合朋友聚會，環境不錯，肉也美味,4
服務態度太差，以後再也不想去了,1
蝦不錯 就是比較有創意 地點有點偏,2
來天津的第一頓，挺失望的，只能說這家的營銷做的好，在大眾點評裡搜到的，評價多評價高，從意風街走了一公里來，一進門看餐廳的裝修就是文藝小清新範的，直觀不是會做飯的。果然，我點了第二頁的倆菜後服務員大力推薦第一頁的四道菜，後來改成了牙籤雞丁和圓白菜，涼菜點了肉皮凍，肉皮凍口感不對，可能是瓊脂太多、裡面的小塊也不像肉皮，牙籤雞塊尚可吧，熗炒圓白菜跟家裡炒的類似，果然是不會做飯的廚子。服務OK，還送了酸奶，就是對菜品的味道太失望，連帶對大眾點評都失望！在天津就三頓正餐，耽誤了我品嚐美食了！,2
拼種太多了，都吃不過來，秘製梅肉，培根卷好多好吃的，還有蛋撻,5
人比較多，等了半個小時呢！付款方便！,5
挺好的，實物不錯，挺全的，挺值這價格,5
兩星只針對我吃過的甜品，下午去吃點了芒果千層和奶酪罐子。首先說說千層，非常不滿意非常不滿意給一星都多，一點都不新鮮，奶油一點都不綿密如死般的硬實，芒果料一點都不足，還不新鮮，水份不多先不說連芒果的清香都來的那麼僵硬，最後說餅皮，whattt？我吃的是十天前的嗎，硬的都快過期了吧。這個價格吃到這樣的千層真的是沒有一點脾氣。奶酪罐子到時可以稍微高一些，奶酪的味道也還不錯，但就是感覺不新鮮，略帶鹹味的口感還是比較滿意，看似有很多分層可是不知道為什麼口感吃起來卻很單一，實話說我沒太高要求，但是實在有一些不滿意。可能是我只吃了甜品吧，不知道會不會再去嘗試正餐，但也不會有期待了。環境一般，可能是安排我們之後又自己換了桌子，看似乾淨但有一層水，自己擦的。服務態度倒是不錯，只是自助點單掃桌上的二維碼但是沒找到，坐的26號。我不否認你們的評價，但給我的好像真的是個過期的，至少不新鮮，可以說是吃過最難吃的千層，最難吃。,2
北李媽媽家實在是太火爆了，我跟媽媽倆個人一點多到這還需要拿號呢，怎麼就這麼多的人！不過菜的味道是真的很好吃，每次來必點的就是手抓餅和京醬肉絲，這次又一大發現，發現這個粉絲也是好吃的，跟媽媽倆個人點了三個菜，簡直就是太整好！,5
說實話，真挺一般的，不知道為什麼這麼多人追捧⋯⋯菜品口味沒什麼特點，小扣扣地方環境也是那麼回事，等位等了40分鐘，原本以為是很火，結果進店才發現是因為上菜太慢，服務員還挺死心眼兒的。這個肉絲，甜口山寨版魚香肉絲不加筍絲木耳什麼的，雞丁這個，不加簽子的炸串兒味兒，奶茶只為要個瓶子，還要了那菜花，感覺就是焯過水再拿水煮魚的油炒的那味兒。總之絕對不會再去第二次，這次也不值等的功夫。,2
都挺好的，就是貴，而且每次都要排隊才能吃到≥﹏≤,5
北極蝦扇貝都是冰凍的  讓我怎麼吃,1
一般，貴。豬脆骨燉豆角味道太差了，很難吃。烤肉還算是可以，但是太鹹。,1
最愛吃那條魚，其他的覺得一般般。,4
小吊梨湯是開在天津大悅城的一家很火很火的北京菜館！今天我把過生日的地方選在了這裡！位置-南開大悅城，南區4樓，跟麻辣誘惑、外婆家、九毛九在同一層！環境-北京文化濃郁，背景音樂也是北京的小曲，裝潢和餐廳的佈局也很講究！很有老北京的特色！服務-如果你最近想吃小吊梨湯，排隊那是肯定的了，如果是飯點來的話，估計要排一個小時左右，他家的服務有點亂，也許是顧客太多的緣故吧，我們結賬時被別的服務員把另一桌的菜算到了我們桌，無緣無故就多出來100多塊錢，還好有明細……另外就是他家也說開不了發票了，由於昨天剛剛經歷過發票風波，我真的想打電話給稅務局投訴，但想想還是算了，因為今天是我的生日，我也不想掃興，所以要了小票，改日來取發票！最後重點說菜品-我們按照大眾點評大家的推薦菜下了單。小吊梨湯-每桌必點！梨湯口味醇厚，微甜，喝上一口解渴潤喉，不愧為鎮店之寶！乾酪魚-也是店裡的特色，依然是每桌必點！乾酪魚的樣子很可愛，讓人捨不得吃，老婆在吃之前跟我商量了許久……我可真吃了啊……我吃魚頭，她吃魚尾……味道沒有想象的甜，但入口爽滑，口感極佳，真是甜品中的極品！豌豆黃-來小吊梨湯吃過的朋友們都極力推薦點的甜品，豌豆味很濃，而且涼涼的很適合在夏天吃！桂花山藥-由於我是一個桂花控，原因是前年去蘇州旅遊，恰逢八月桂花開，一下子就愛上了桂花的味道，所以現在很喜歡吃桂花做的菜！這道菜的桂花味不是很重，山藥也沒有完全入味，只能打個及格分吧！梨球果仁蝦-非常好吃的一道熱菜！大蝦被炸得酥脆，加上梨球的甜味，好吃到爆！推薦給大家！烤鴨-吃北京菜如果不點烤鴨的話總覺得差了點什麼，於是乎我們就點了半隻，總體來說中規中矩，值得一提的是春餅給了很多，根本吃不了！最後由於我今天生日，店家還等送了長壽麵，讓我很感動，面應該是用鴨湯煮的，很香但是不鹹，非常感謝，今天在這裡過了一個開心的生日！,4
菜量一般 價格偏貴 味道更一般 不會再去,2
第一次到天津在大眾點評網上找的好吃的是小吊梨湯，很晚才到大悅城，到店以後小吊梨湯已經賣完了，而且人也很多。點了羊肉雞毛菜，豆腐，梨湯蝦，還有那個牛腩飯。味道都很好，應該說是京菜系列。唯一遺憾的是沒有喝到小吊梨湯。下次有機會再去品嚐。,4
吃過多了就感覺沒第一次吃的這麼好吃了,4
很久不寫點評了，這次實在是忍無可忍！昨天一家四口去這家吃晚飯，老公還沒吃完就說有點要拉肚子，我當時還笑他幾句，就吃個自助至於麼，但是也有點奇怪他也沒吃什麼特別多特別雜的東西，昨天夜裡公婆都相繼開始腹瀉！我從今天早晨開始上吐下瀉！現在班都沒法上想請假回家了！之前去別家吃自助，也是生冷不忌，從來沒有過這種情況！說回這家店，昨天是第一次吃，週日下午五點過去到門口真是把我嚇傻了，前面70多桌等位的，很久沒見過一家店這麼火爆的場面了，當時就有些奇怪是有什麼過人之處？五點拿號，六點半進店，從進去就覺得也不過如此啊，食物沒什麼特別，環境就是此類自助常見的昏暗、嘈雜，雖然有服務人員，但實在也是忙不過來，只能等他自己轉過來收餐盤。昨天吃完就想寫個點評提醒下，當時只是覺得真的沒必要等這麼長時間去吃這麼一頓不過如此的飯。現在真的是極度憤怒了！！！還從沒在外面吃飯吃到過這樣的！一星差評必須的！！！,1
小長假最後一天冒雨去吃，訂桌的食客不像其他時候那麼多。白色桌布，白色沙發顯得環境很潔淨。大拉皮是每次必點的菜，量大味正料足，如果嫌麻醬料少還可以讓服務員添。個人認為鍋包肉不值得推薦，肉炸的有些硬，汁偏酸幾乎沒怎麼吃全剩下了，旁邊一桌結賬時也剩下很多。,4
挺好的，真不錯啊，一家人去的吃的好,5
還行吧，可能因為剛開，人很多，乾酪魚、果仁蝦不錯，感覺牛肉飯有點鹹,4
其實 沒有傳說中這麼好 價格貴 吃的東西少 雪冰什麼的不如到外面吃 這個價位不值 豬蹄什麼的 味道可以 就是太少 能吃飽又能吃好這裡不推薦,2
去天津玩一趟，看點評說這家很火，就過來嚐嚐，來的早基本沒排隊，環境還行，服務員都有點兒愣愣的，點了招牌的燻排骨，一般，燻的都有點兒發苦了，手撕餅一點兒不香，吃多了膩，烤蟶子好奇怪的口感，特別的膩歪，還有沙子，媽媽大拉皮還行，好大一盤子黃瓜，賣相倒還行，想吃鍋包肉，當天說沒有賣完了。。。真不知道這麼一家店為什麼排隊，完全一般啊，基本上都不好吃。。。跟風失敗，沒吃什麼就200，相當不值當,2
人太多了，根本不能正點吃上飯，不要不4點多就吃晚餐，要不就晚上8點多還排不上隊，餓得真受不了，我這資深吃貨都難以招架，人少了特色菜吃不全，人多了排隊太麻煩，總之糾結得很，店外和演唱會一樣，人烏央烏央的。以後還要排隊，為了吃拼了,4
覺得菜很一般，還是喜歡外婆家。,2
四星半。週末和小夥伴約飯，選了這裡。兩個女生，兩份甜點兩個菜一壺小吊梨湯，吃到撐，梨湯最後打包了。人少吃炒菜果然不合適…乾酪魚。被玩壞的乾酪魚😂😂 口感不錯，沒有那種被吉利丁堆出來的感覺梨球果仁蝦。梨球和蝦仁的搭配很奇妙，蝦仁剖開炸的但是有些蝦線並沒有處理乾淨，可以改進小吊自制豆腐。熱的時候超級好吃 外層炸的酥脆，裡面嫩嫩的，味道也很贊，鹹淡正合適。冷了之後有點膩小吊梨湯。兩個人要了一壺還是，只喝了一半。倒的時候就能感覺到梨湯的濃度在，小夥伴說是有銀耳之類長時間煮溶在湯裡了豌豆黃。很好吃，甜甜的又不會膩，溼度也剛剛好。擺盤跟小吊梨湯的壺很搭😳下次去要避開網紅菜吃~,4
恆隆六樓，人最多的地方。清新冰草，如果要是沒有，就在菜單上刪掉，每次去每次都沒有！蟶子還是挺好吃的，味道不錯！三杯雞，酸菜魚也都是每次必點。奶香餅，也很好吃，奶香味特別濃，但是不太適合做主食，吃多了會比較膩，作為零食還是不錯的！總聽還是挺好的。,4
口味超級喜歡 一點時間不吃就會很想念 就是點餐很麻煩需要自己手機app 結賬還要跑帶前臺 麻煩,5
恆隆裡最喜歡的一家店 經濟實惠 還好吃,4
和閨蜜聚會，過節點菜頭一次遇到這樣的店家，點10個菜三個菜不可以點，告知蝦仁沒有，一會告知蝦仁爆三鮮沒有，男服務員態度粗魯，菜品不全可以提前告知，為什麼點完菜等會才告知，不是快打烊了，是上午剛開門呀，對於你們小吊梨湯無語了😓😓😓,2
看到是北京菜排行第一名，和朋友慕名而來，失望的一次經歷，應該不會再去第二次了。七點半左右到的吧，等了半個小時就進去了，不算慢。點了大家都推薦的幾個特色菜。小吊梨湯，裡面應該是加了蜂蜜和糖精，齁甜。中等壺並不算大。椒麻排骨，圖片看起來很大，上來盤子很小，也就是普通飯館涼菜盤那麼大吧，這是第一個失望的地方。還點了一個松仁爆三鮮，這個菜還可以。還點了一個番茄牛腩蛋，其實就是西紅柿炒雞蛋放了六七塊牛腩而已。這個菜距離前兩個菜中間上菜時間大約等了半個小時，梨湯都快喝飽了。這是第二個失望的地方。結賬時被告知只能微信或現金結賬而且月底不能開發票。支付寶不能付為什麼點菜後不告知等結賬才說而且月底並不是不能開票的理由，非常失望。,2
好吃！都沒吃完剩下了，人均100多吧，挺好吃的,5
或許是期望值太高了，基本上是失望而歸。5點排號一個多小時到號。 先說梨湯 跟自家熬的不太一樣，很濃稠，喝著不清爽。越喝越渴。不太習慣這個口味。不過量挺足。乾酪魚淡淡的奶油味，甜甜的很好吃豆腐一般裡面似乎是韭菜，炸的並不脆。最鬧心的是牛肉燴飯，1個小時才上菜，至於味道，用一個字就能詮釋 鹹！,2
門面很小，菜比較貴。兩個人花了不到300，飲料很貴，環境還可以。應該不會再去。,1
菜品味道好，環境優越，全家滿意，下次還會去。,5
排了很久的隊不說  大廳很亂 嘈雜 菜一般般 味道吃的也不是很順口,2
挺好吃 特別是排骨 喜歡還會再去,4
口味挺好的啊，各種烤肉和好吃的，但回家就急性腸胃炎了，挺乾淨的，不知道為什麼，我懷疑是飲料的問題？,2
乍看菜單覺得還行，可菜的味道實在不怎麼樣，青菜裡的木耳是餿的，店家就說沒問題，招牌排骨端上來涼乎乎的，嚼不動，肉餅也很難吃，不知道上面那些好評是不是店家自己寫的，反正是再不會去了！,2
同事去過，覺得不錯，推薦給我們了，有機會去嚐嚐,5
前幾次去的還挺好 之後越來越差勁了,2
新開的店，很不錯，東西很全也很好吃!跟同事一起去的,5
非常好，別任何一家自助烤肉菜品都全,5
今天從門口過，覺得能進娜娜家，果斷衝過來，哈哈，搶到大的沙發桌嘍…😬😬😬彩虹🌈沙拉種類多多，牛油果番茄芝士雞蛋…補充營養，味道也不錯😂看點評選了奶酪罐子，香香的奶酪淡淡草莓香，裡面還有重芝士布朗尼，很喜歡😍法式菌菇湯，真是濃濃的蘑菇味，這家的味道很好，草莓鬆餅中間的冰激凌要是🍓味的對我來說就更完美了~意大利麵的湯好好味，有點點鮮點點芥辣的味道😊總之拔了草…飽飽而歸,5
不明白五星好評是怎麼來的。首先，排隊的人實在是太多太多，而且大家都很吵沒秩序，沒那麼閒把時間浪費在排一兩個小時的隊上。其次，如果很好吃的話，多排一會兒隊也是值得的，然而這的食物口味根本對不起排了這麼久的隊，烤肉實在是上得太慢太慢了，一頓飯下來菜單上的那些肉都沒見全。76元的價格，我還付出了兩個小時的排隊時間，這還不算我為了去水遊城坐了一個多小時的地鐵，來回將近3小時，完全比不上我去別家花更便宜的價格吃更美味的東西，反正以後不會再來這。,2
評價不錯 有機會一定去吃 人多需要等待,4
天天排隊，不知道為什麼。。。。。。。。味道一般偏上,4
已經開到第五家了，才有機會拔草。實屬不易，不過倒是不虛此行。西餐這樣的館子多起來了，娜娜家以她優質的食色，食相，食味創造了西餐界內的品味--高大上。能有與眾不同的餐館才能火下去。不過價格也夠“火”。最後一圖是味道最好的。,5
服務太差了，兩個人帶著東西，就讓做二人臺，很多四人臺空著，就不讓做，叫主管來也不讓做，說是規定，服務真是太差了,1
菜太鹹了，下單半小時不上菜，催了半天才上,2
恆隆店的人氣太旺了 排了好長時間終於等到大桌 點餐時點的回鍋肉和酸菜魚 服務員就說這兩個菜可上的慢 結果我們堅持點了 最後上菜時還是很快就上了缺點 菜量不如南京路店的量大 而且太油了 老人表示不喜歡,2
4:30左右到就已經有排隊嘚了 拿完號之後5點等著叫號 也就等了10分鐘左右就安排我們進去了 因為我們是四個人所以服務員就帶我們去了四人小桌 我說想要做單間 服務員說單間要5-6人才可以 我老公和我小叔子都是比較高比較胖嘚人 而且又是我婆婆生日 我覺嘚小桌太小 菜都放不下更何況再放一個蛋糕呢 服務員用對講機聯繫了一下說明了情況之後還是告訴我不可以 我剛要說找一下你們經理 服務員就說可以了 後面沒有大桌了 我們坐下之後就等著我婆婆下班點菜 因為婆婆生日所以點了一碗炸醬麵 服務員也沒有問我們是否和菜一起上 以後就陸續上菜了 這時候我說麵條晚點上 服務員說已經做好了 馬上就端上來了 這個時候我婆婆還沒有到呢 我也是無語了 之後我發現門口可以免費領小吊一口香 就是雞蛋裡面放點調料什麼嘚 拍了差不多有20個人左右 我就買結賬嘚時候服務員可不可以不排隊給我一個 畢竟我之前也是排隊進來吃飯嘚 只是我排隊嘚時候還沒有發而已 他說不可以 想吃必須排隊 我說你看看我也是個孕婦不能照顧一下嘛 他居然說你是吃完飯了 外面那些顧客還都沒吃飯呢 當時我什麼話都沒有說 再一次讓我很無語 這個服務 這種態度 以後絕對不會再去 除了環境好點 裝修比較古典 菜嘚口味真嘚是一點都不敢恭維 第一次這麼認真嘚給一家店寫這麼多字嘚點評,1
味道不錯，二個人要了這麼多菜，感覺哪個都想吃,5
和朋友帶寶寶去的。寶寶免費。他吃的很開心。 肉的味道很好。 不停的給肉。 很值。,5
不錯，量夠大，就是人太多，排了好久的隊,5
11點到這開始點餐 等到11:30問 為什麼菜還沒上 結果竟然被告訴11:30才開始做 你為什麼不能早告訴我們 我們這都還有別的事呢！！！氣死了,2
味道還好吧！不明白為什麼那麼多人都在排隊！,4
人很多，個人覺得味道不錯，值得推薦,4
週六下午16:30拿號，6點才進場~真是非常火的一家店~菜品口味很好，推薦烤肉、拉皮、手撕排骨~排骨如果在入味一些就更好了。跳跳蝦和炒螺片比較失敗，蝦很小也沒有鮮甜的感覺~螺片非常的少，就是一大盤炒洋白菜~整體還是值得推薦的~,5
菜很好，服務也很好棒棒滴，一定還會去。,5
環境不錯 口味實在一般 香薰排骨上來都是涼的 櫻桃肉肉沒什麼味 下次不會再來了,1
娜娜家新開的店 比之前幾個大了很多 一如既往的好吃 只不過價格越來越貴 性價比太低,4
味道比想象的差遠了……那個特別推薦的燻排骨，味道跟小李燒雞一樣！太驚歎了！而且我吃的這份鹹的發苦，一塊沒吃完就夠了。金牌蟶子還可以，也是太鹹了。奶香手撕餅還是不錯的，推薦。金牌下飯菜，味道還不錯，就是裡面有芹菜，這個我不喜歡，純屬個人口味不同，裡面放的肉太肥了，都挑出去了。一次管夠。說實話那個燻排骨簡直太失望了，不建議點。,2
還可以，第二次去，在去幾次估計就沒意思了,5
種類還算可以，就是上菜太慢了，一個多小時，烤製品還沒上全，真是夠了～,2
每次來都不會讓我失望的娜娜家，味道跟顏值依然結合的非常完美！跟閨蜜小聚的不二選擇！從四點多排號，四十分鐘左右安排就坐，還可以。點了限量的奶酪罐子，感覺容量變小了呢，哈哈！吃不夠啊！檸檬雞甜脆多汁，彩虹沙拉吃起來不如凱撒沙拉過癮，蘑菇湯真心不錯，量大味足，配的法棍切片有撒鹽，複合的口感極大的滿足了味蕾！難得的美味！意麵雖然量不是很大但勝在夠香濃，雙倍芝士焗雞飯跟焗黑椒牛肉飯也都料足味美，芝香四溢，剛上桌還會滋滋冒油的！熱量大大滴！但是吃不慣的人會覺得膩哦！飯後甜點來個鋼琴戚風，配上拿鐵和摩卡，回味無窮啊！,5
也許是我不會點菜，感覺就一般，不過飲料挺好喝的,2
比想象得差太遠了 除了鬧就是膩量還特別小 不正宗的西餐廳,2
這次去恆隆沒什麼意外，就感覺以前的炒作有點兒過分，根本沒那麼好，也許是這家餐廳的原因吧，口味只能說是一般，沒什麼特點，點了一道蝦，蝦線都沒挑乾淨，而且菜量特別小。三杯雞的口味還算不錯，不過根本看不見幾塊兒雞肉，不是蔥就是蒜，感覺比較坑。鮮榨果汁但是還不錯，貨真價實的。另外就是那個貴賓廳根本就是存餐具的地方，開會來去的亂死了。總的來說只能給兩星了，太一般了。,2
非常棒 無論味道還是服務 還會再光顧的,5
就覺得那個炒肉和蝦仁還不錯 其他的一般般吧,2
很難吃啊，又超級貴，菜量特別少，一點點肉醬意麵就50，檸檬雞有點腥，沒處理好，還很甜，芝士海鮮飯，真的就是芝士，海鮮和飯，沒什麼亮點，真的不推薦來這家店，看點評來的，但是很一般很一般！三個菜155，最後還沒吃飽😤,1
總體感覺還好吧！朋友推薦的，菜品還算可口,4
哈爾濱道上的一家小店，收藏好久，店很小一共三層，每層四張桌子的樣子，花椰菜是店家推薦的，辣椒雖然很多但吃的時候並不是很辣，七號肉絲很下飯，小饅頭外焦裡軟（大概是這麼形容）一份是兩個人的量，好吃，點了魔鬼奶茶瓶子比較特色奶茶就是奶茶，不過酸梅湯倒是真心好喝（良心推薦，味道很濃）一大瓶兩個人喝一人兩大杯的量，酸奶是送的。。。,5
上菜那怎能一個慢字了得！頭一次感覺大眾有點\失蹄\了，真心不會再有第二次了！,2
